source,case_label,ecli,case_type,judge,advocate,country,country-chamber,chamber,main_subject,lodge_date,document_date,year_document,month_document,year_lodge,month_lodge,case_time,n_countries,joined_cases,ruling_title,ruling_name,ruling_type,ruling_content
62008CJ0545,  Case C-545/08,EU:C:2010:249,Judgement,Arestis,JÃ¤Ã¤skinen,Poland,Poland-Third Chamber,Third Chamber,5,2008-12-04,2010-05-06,2010,5,2008.0,12.0,518 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 6 May 2010. , European Commission v Republic of Poland. ,not_specified, Failure of a Member State to fulfil obligations - Electronic communications- Directives 2002/21/EC and 2002/22/EC - High-speed internet access provider - Obligation to obtain authorisation for the access tariffs to high-speed internet services and to fix those tariffs on the basis of the costs of the provision of such services - No market analysis. 
62008CJ0522,  Case C-522/08,EU:C:2010:135,Judgement,Arestis,JÃ¤Ã¤skinen,Poland,Poland-Third Chamber,Third Chamber,5,2008-11-28,2010-03-11,2010,3,2008.0,11.0,468 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 11 March 2010. , Telekommunikacja Polska SA w Warszawie v Prezes Urzędu Komunikacji Elektronicznej. , Reference for a preliminary ruling: Naczelny Sąd Administracyjny - Poland. , Electronic communications - Telecommunications services - Directive 2002/21/EC - Directive 2002/22/EC - Making the conclusion of a contract for the provision of services contingent on the conclusion of a contract for the supply of other services - Prohibition - Broadband internet. 
62009CJ0323,Case C-323/09,EU:C:2011:604,Judgement,IleÅ¡iÄ,JÃ¤Ã¤skinen,United Kingdom,United Kingdom-First Chamber,First Chamber,4,2009-08-12,2011-09-22,2011,9,2009.0,8.0,771 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 22 September 2011.,Interflora Inc. and Interflora British Unit v Marks &amp; Spencer plc and Flowers Direct Online Ltd.,Reference for a preliminary ruling: High Court of Justice (England &amp; Wales); Chancery Division - United Kingdom.,Trade marks - Keyword advertising on the internet - Selection by the advertiser of a keyword corresponding to a competitor’s trade mark with a reputation - Directive 89/104/EEC - Article 5(1)(a) and (2) - Regulation (EC) No 40/94 - Article 9(1)(a) and (c) - Condition that one of the trade mark’s functions be adversely affected - Detriment to the distinctive character of a trade mark with a reputation (‘dilution’) - Unfair advantage taken of the distinctive character or repute of that trade mark (‘free-riding’).
62014CJ0096,Case C-96/14,EU:C:2015:262,Judgement,Toader,JÃ¤Ã¤skinen,France,France-Third Chamber,Third Chamber,2,2014-02-28,2015-04-23,2015,4,2014.0,2.0,419 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 23 April 2015.,Jean-Claude Van Hove v CNP Assurances SA.,Request for a preliminary ruling from the Tribunal de grande instance de Nîmes.,Reference for a preliminary ruling — Directive 93/13/EEC — Unfair terms — Insurance contract — Article 4(2) — Assessment of the unfairness of contractual terms — Exclusion of terms relating to the main subject-matter of the contract — Term intended to ensure that mortgage loan repayments are covered — Borrower’s total incapacity for work — Exclusion from cover in the event of recognised fitness to undertake an activity; paid or otherwise.
61998CJ0312,  Case C-312/98,EU:C:2000:599,Judgement,Schintgen,Jacobs,Germany,Germany-not_specified,not_specified,2,1998-08-12,2000-11-07,2000,11,1998.0,8.0,818 days 00:00:00.000000000,1,0,Judgment of the Court of 7 November 2000. , Schutzverband gegen Unwesen in der Wirtschaft eV v Warsteiner Brauerei Haus Cramer GmbH &amp; Co. KG. , Reference for a preliminary ruling: Bundesgerichtshof - Germany. ," Protection of geographical indications and designations of origin - Regulation (EEC) No 2081/92 - Scope - Directive 79/112/EEC - National rules prohibiting the potentially misleading use of ""simple"" geographical indications of source. "
61997CJ0087,  Case C-87/97,EU:C:1999:115,Judgement,Puissochet,Jacobs,Austria,Austria-Fifth Chamber,Fifth Chamber,3,1997-02-27,1999-03-04,1999,3,1997.0,2.0,735 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 4 March 1999. , Consorzio per la tutela del formaggio Gorgonzola v Käserei Champignon Hofmeister GmbH &amp; Co. KG and Eduard Bracharz GmbH. , Reference for a preliminary ruling: Handelsgericht Wien - Austria. , Articles 30 and 36 of the EC Treaty - Regulation (EEC) No 2081/92 on the protection of geographical indications and designations of origin for agricultural products and foodstuffs. 
61994CJ0321,  Joined cases C-321/94; C-322/94; C-323/94 and C-324/94,EU:C:1997:229,Judgement,Gulmann,Jacobs,France,France-Fifth Chamber,Fifth Chamber,3,1994-12-09,1997-05-07,1997,5,1994.0,12.0,880 days 00:00:00.000000000,1,1,Judgment of the Court (Fifth Chamber) of 7 May 1997. , Criminal proceedings against Jacques Pistre (C-321/94); Michèle Barthes (C-322/94); Yves Milhau (C-323/94) and Didier Oberti (C-324/94). , Reference for a preliminary ruling: Cour de cassation - France. , Regulation (EEC) No 2081/92 on the protection of geographical indications and designations of origin for agricultural products and foodstuffs - Articles 30 and 36 of the EC Treaty - Domestic legislation on the use of the description 'mountain' for agricultural products and foodstuffs. 
62004CJ0033,  Case C-33/04,EU:C:2005:750,Judgement,Arestis,Jacobs,Luxembourg,Luxembourg-Second Chamber,Second Chamber,5,2004-01-29,2005-12-08,2005,12,2004.0,1.0,679 days 00:00:00.000000000,1,0,Judgment of the Court (Second Chamber) of 8 December 2005. , Commission of the European Communities v Grand Duchy of Luxemburg. ,not_specified, Failure of a Member State to fulfil obligations - Telecommunications - Directive 97/33/EC - Article 7(5) - Obligation to verify the compliance of cost accounting systems by a competent independent body and to publish a statement of compliance - Directive 98/10/EC - Article 18(1) and (2) - Failure to apply correctly the measures adopted as regards verification of the compliance of the cost accounting system by the national regulatory authority and the annual publication of a statement of compliance - Admissibility - Interest in bringing proceedings - Pre-litigation procedure - Rights of the defence - Directives 2002/19/EC; 2002/21/EC and 2002/22/EC - Transitional provisions - Member States to refrain; during the period laid down for transposition of a directive; from taking any measures liable seriously to compromise the result prescribed by that directive - Reference interconnection offers. 
61994CJ0051,  Case C-51/94,EU:C:1995:352,Judgement,Moitinho de Almeida,Jacobs,Germany,Germany-Fifth Chamber,Fifth Chamber,3,1994-02-04,1995-10-26,1995,10,1994.0,2.0,629 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 26 October 1995. , Commission of the European Communities v Federal Republic of Germany. ,not_specified, Labelling and presentation of foodstuffs - Article 30 of the EC Treaty and Directive 79/112/EEC - Reference in the trade description to a substance included in the list of ingredients. 
62003CJ0312,  Case C-312/03,EU:C:2004:116,Judgement,Rosas,Jacobs,Belgium,Belgium-Third Chamber,Third Chamber,2,2003-07-23,2004-02-19,2004,2,2003.0,7.0,211 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 19 February 2004. , Commission of the European Communities v Kingdom of Belgium. ,not_specified, Failure of a Member State to fulfil obligations - Failure to implement Directive 1999/44/EC. 
62003CJ0310,  Case C-310/03,EU:C:2004:115,Judgement,Rosas,Jacobs,Luxembourg,Luxembourg-Third Chamber,Third Chamber,2,2003-07-23,2004-02-19,2004,2,2003.0,7.0,211 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 19 February 2004. , Commission of the European Communities v Grand Duchy of Luxemburg. ,not_specified, Failure of a Member State to fulfil obligations - Failure to implement Directive 1999/44/EC. 
61996CJ0045,  Case C-45/96,EU:C:1998:111,Judgement,SevÃ³n,Jacobs,Germany,Germany-Fifth Chamber,Fifth Chamber,2,1996-02-15,1998-03-17,1998,3,1996.0,2.0,761 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 17 March 1998. , Bayerische Hypotheken- und Wechselbank AG v Edgard Dietzinger. , Reference for a preliminary ruling: Bundesgerichtshof - Germany. , Protection of the consumer in respect of contracts negotiated away from business premises - Guarantees. 
61992CJ0359,  Case C-359/92,EU:C:1994:306,Judgement,GrÃ©visse,Jacobs,Germany,Germany-not_specified,not_specified,2,1992-09-14,1994-08-09,1994,8,1992.0,9.0,694 days 00:00:00.000000000,1,0,Judgment of the Court of 9 August 1994. , Federal Republic of Germany v Council of the European Union. ,not_specified, Action for annulment of measures - Directive 92/59/EEC on general product safety - Legal basis - Article 100a and third indent of Artiacle 145 of the EEC Treaty. 
61988CJ0329,  Case C-329/88,EU:C:1989:618,Judgement,GrÃ©visse,Jacobs,Greece,Greece-not_specified,not_specified,2,1988-11-11,1989-12-06,1989,12,1988.0,11.0,390 days 00:00:00.000000000,1,0,Judgment of the Court of 6 December 1989. , Commission of the European Communities v Hellenic Republic. ,not_specified, Failure by a Member State to fulfil its obligations - Failure to transpose a directive. 
61988CJ0360,  Case C-360/88,EU:C:1989:584,Judgement,GrÃ©visse,Jacobs,Belgium,Belgium-not_specified,not_specified,2,1988-12-13,1989-11-16,1989,11,1988.0,12.0,338 days 00:00:00.000000000,1,0,Judgment of the Court of 16 November 1989. , Commission of the European Communities v Kingdom of Belgium. ,not_specified, Failure of a State to fulfil its obligations - Transposition of a directive. 
62003CJ0135,  Case C-135/03,EU:C:2005:457,Judgement,Jann,Kokott,Spain,Spain-First Chamber,First Chamber,3,2003-03-26,2005-07-14,2005,7,2003.0,3.0,841 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 14 July 2005. , Commission of the European Communities v Kingdom of Spain. ,not_specified," Failure of a Member State to fulfil obligations - Community rules on organic production of agricultural products and indications referring thereto on agricultural products and foodstuffs - National legislation authorising the use of the term ""bio"" in respect of products which have not been organically produced. "
62004CJ0107,  Case C-107/04,EU:C:2005:470,Judgement,Jann,Kokott,Spain,Spain-First Chamber,First Chamber,2,2004-03-01,2005-07-14,2005,7,2004.0,3.0,500 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 14 July 2005.,Comité Andaluz de Agricultura Ecológica v Administración General del Estado and Comité Aragonés de Agricultura Ecológica.,Reference for a preliminary ruling: Tribunal Supremo - Spain.,"Community rules on organic production of agricultural products and indications referring thereto on agricultural products and foodstuffs - National legislation authorising the use of the term ""bio"" in respect of products which have not been organically produced."
62015CJ0503,Case C-503/15,EU:C:2017:126,Judgement,Tizzano,Kokott,Spain,Spain-Fifth Chamber,Fifth Chamber,3,2015-09-23,2017-02-16,2017,2,2015.0,9.0,512 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 16 February 2017.,Ramón Margarit Panicello v Pilar Hernández Martínez.,Request for a preliminary ruling from the Secretario Judicial del Juzgado de Violencia sobre la Mujer Único de Terrassa.,Request for a preliminary ruling — Article 267 TFEU — Registrar — Definition of ‘a court or tribunal’ — Compulsory jurisdiction — Exercise of judicial functions — Independence — Lack of jurisdiction of the Court.
62014CJ0416,Case C-416/14,EU:C:2015:617,Judgement,Fernlund,Kokott,Italy,Italy-Eighth Chamber,Eighth Chamber,5,2014-09-03,2015-09-17,2015,9,2014.0,9.0,379 days 00:00:00.000000000,1,0,Judgment of the Court (Eighth Chamber) of 17 September 2015.,Fratelli De Pra SpA and SAIV SpA v Agenzia Entrate - Direzione Provinciale Ufficio Controlli Belluno and Agenzia Entrate - Direzione Provinciale Ufficio Controlli Vicenza.,Request for a preliminary ruling from the Commissione Tributaria Regionale di Mestre-Venezia.,Reference for a preliminary ruling — Telecommunications networks and services — Directives 2002/19/EC; 2002/20/EC; 2002/21/EC; 2002/22/EC — Free circulation of terminal equipment for terrestrial mobile telecommunications — Directive 1999/5/EC — Tax on the use of equipment — General authorisation or licence for use — Subscription contract equivalent to a general authorisation or licence — Differential treatment of users depending on whether or not they have a subscription contract.
62008CJ0317,Joined cases C-317/08; C-318/08; C-319/08 and C-320/08,EU:C:2010:146,Judgement,Silva de Lapuerta,Kokott,Italy,Italy-Fourth Chamber,Fourth Chamber,5,2008-07-15,2010-03-18,2010,3,2008.0,7.0,611 days 00:00:00.000000000,1,1,Judgment of the Court (Fourth Chamber) of 18 March 2010.,Rosalba Alassini v Telecom Italia SpA (C-317/08); Filomena Califano v Wind SpA (C-318/08); Lucia Anna Giorgia Iacono v Telecom Italia SpA (C-319/08) and Multiservice Srl v Telecom Italia SpA (C-320/08).,References for a preliminary ruling: Giudice di pace di Ischia - Italy.,Reference for a preliminary ruling - Principle of effective judicial protection - Electronic communications networks and services -Directive 2002/22/EC - Universal Service - Disputes between end-users and providers - Mandatory to attempt an out-of-court settlement.
62013CJ0567,Case C-567/13,EU:C:2015:88,Judgement,Toader,Kokott,Hungary,Hungary-Third Chamber,Third Chamber,2,2013-11-05,2015-02-12,2015,2,2013.0,11.0,464 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 12 February 2015.,Nóra Baczó and János István Vizsnyiczai v Raiffeisen Bank Zrt.,Request for a preliminary ruling from the Fővárosi Törvényszék.,Reference for a preliminary ruling — Consumer protection — Directive 93/13/EEC — Article 7 — Mortgage loan agreement — Arbitration clause — Unfairness — Action by consumer — National procedural rule — Lack of jurisdiction of the court hearing the action by a consumer for a declaration of invalidity of a standard contract to hear the application for a declaration of unfairness of terms in the same contract.
62013CJ0537,Case C-537/13,EU:C:2015:14,Judgement,Safjan,Kokott,Lithuania,Lithuania-Ninth Chamber,Ninth Chamber,2,2013-10-14,2015-01-15,2015,1,2013.0,10.0,458 days 00:00:00.000000000,1,0,Judgment of the Court (Ninth Chamber) of 15 January 2015.,Birutė Šiba v Arūnas Devėnas.,Request for a preliminary ruling from the Lietuvos Aukščiausiasis Teismas.,Reference for a preliminary ruling — Directive 93/13/EEC — Scope — Consumer contracts — Contract for the provision of legal services concluded between a lawyer and a consumer.
62012CJ0281,  Case C-281/12,EU:C:2013:859,Judgement,Borg Barthet,Kokott,Italy,Italy-Sixth Chamber,Sixth Chamber,2,2012-06-06,2013-12-19,2013,12,2012.0,6.0,561 days 00:00:00.000000000,1,0,Judgment of the Court (Sixth Chamber) of 19 December 2013. , Trento Sviluppo srl and Centrale Adriatica Soc. coop. arl v Autorità Garante della Concorrenza e del Mercato. , Reference for a preliminary ruling: Consiglio di Stato - Italy. , Request for a preliminary ruling - Consumer protection - Unfair business-to-consumer commercial practices - Directive 2005/29/EC - Article 6(1) - Concept of ‘misleading action’ - Cumulative nature of the conditions set out in the provision in question. 
62012CJ0032,Case Câ32/12,EU:C:2013:637,Judgement,Tizzano,Kokott,Spain,Spain-First Chamber,First Chamber,2,2012-01-23,2013-10-03,2013,10,2012.0,1.0,619 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber); 3 October 2013.,Soledad Duarte Hueros v Autociba SA and Automóviles Citroën España SA.,Request for a preliminary ruling from the Juzgado de Primera Instancia nº 2 de Badajoz.,Directive 1999/44/EC — Rights of the consumer in the event of lack of conformity in a product — Minor nature of that lack of conformity — Rescission of the contract not possible — Powers of the national courts.
62011CJ0415,Case Câ415/11,EU:C:2013:164,Judgement,Tizzano,Kokott,Spain,Spain-First Chamber,First Chamber,2,2011-08-08,2013-03-14,2013,3,2011.0,8.0,584 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber); 14 March 2013.,Mohamed Aziz v Caixa d´Estalvis de Catalunya; Tarragona i Manresa (Catalunyacaixa).,Request for a preliminary ruling from the Juzgado de lo Mercantil nº 3 de Barcelona.,Directive 93/13/EEC — Consumer contracts — Mortgage loan agreement — Mortgage enforcement proceedings — Powers of the court hearing the declaratory proceedings — Unfair terms — Assessment criteria.
62008CJ0321,  Case C-321/08,EU:C:2009:265,Judgement,JuhÃ¡sz,Kokott,Spain,Spain-Eighth Chamber,Eighth Chamber,2,2008-07-15,2009-04-23,2009,4,2008.0,7.0,282 days 00:00:00.000000000,1,0,Judgment of the Court (Eighth Chamber) of 23 April 2009. , Commission of the European Communities v Kingdom of Spain. ,not_specified, Failure of a Member State to fulfil obligations - Directive 2005/29/EC - Unfair business-to-consumer commercial practices in the internal market - Failure to transpose within the prescribed period. 
61995CJ0259,  Case C-259/95,EU:C:1997:454,Judgement,Hirsch,La Pergola,not_specified,not_specified-Sixth Chamber,Sixth Chamber,3,1995-08-02,1997-10-02,1997,10,1995.0,8.0,792 days 00:00:00.000000000,1,0,Judgment of the Court (Sixth Chamber) of 2 October 1997. , European Parliament v Council of the European Union. ,not_specified, Annulment of Council Decision No 95/184/EC - Prerogatives of the Parliament. 
61996CJ0289,  Joined cases C-289/96; C-293/96 and C-299/96,EU:C:1999:141,Judgement,Schintgen,La Pergola,France; Germany; Denmark,France; Germany; Denmark-not_specified,not_specified,2,1996-08-30,1999-03-16,1999,3,1996.0,8.0,928 days 00:00:00.000000000,3,1,Judgment of the Court of 16 March 1999. , Kingdom of Denmark; Federal Republic of Germany and French Republic v Commission of the European Communities. ,not_specified, Council Regulation (EEC) 2081/92 - Commission Regulation (EC) No 1107/96 - Registration of geographical indications and designations of origin - 'Feta'. 
61997CJ0129,  Joined cases C-129/97 and C-130/97,EU:C:1998:274,Judgement,Gulmann,La Pergola,France,France-not_specified,not_specified,2,1997-04-01,1998-06-09,1998,6,1997.0,4.0,434 days 00:00:00.000000000,1,1,Judgment of the Court of 9 June 1998. , Criminal proceedings against Yvon Chiciak and Fromagerie Chiciak (C-129/97) and Jean-Pierre Fol (C-130/97). , Reference for a preliminary ruling: Tribunal de grande instance de Dijon - France. , Regulation (EEC) No 2081/92 on the protection of geographical indications and designations of origin for agricultural products and foodstuffs - Exclusive competence of the Commission - Scope of the protection of names comprising several terms. 
62000CJ0066,  Case C-66/00,EU:C:2002:397,Judgement,Edward,LÃ©ger,Italy,Italy-not_specified,not_specified,2,2000-02-28,2002-06-25,2002,6,2000.0,2.0,848 days 00:00:00.000000000,1,0,Judgment of the Court of 25 June 2002. , Criminal proceedings against Dante Bigi; third party: Consorzio del Formaggio Parmigiano Reggiano. , Reference for a preliminary ruling: Tribunale di Parma - Italy. , Regulation (EEC) No 2081/92 - Protection of geographical indications and designations of origin of agricultural products and foodstuffs - Article 13 - System of derogations - Scope. 
62003CJ0350,  Case C-350/03,EU:C:2005:637,Judgement,Gulmann,LÃ©ger,Germany,Germany-Grand Chamber,Grand Chamber,2,2003-08-08,2005-10-25,2005,10,2003.0,8.0,809 days 00:00:00.000000000,1,0,Judgment of the Court (Grand Chamber) of 25 October 2005. , Elisabeth Schulte and Wolfgang Schulte v Deutsche Bausparkasse Badenia AG. , Reference for a preliminary ruling: Landgericht Bochum - Germany. , Consumer protection - Doorstep selling - Purchase of immovable property - Investment financed by a secured loan - Right of cancellation - Effects of cancellation. 
62004CJ0229,  Case C-229/04,EU:C:2005:640,Judgement,Gulmann,LÃ©ger,Germany,Germany-Second Chamber,Second Chamber,2,2004-06-02,2005-10-25,2005,10,2004.0,6.0,510 days 00:00:00.000000000,1,0,Judgment of the Court (Second Chamber) of 25 October 2005. , Crailsheimer Volksbank eG v Klaus Conrads and Others. , Reference for a preliminary ruling: Hanseatisches Oberlandesgericht in Bremen - Germany. , Consumer protection - Contracts negotiated away from business premises - Loan agreement linked to property purchase concluded in a doorstep-selling situation - Right of cancellation. 
62003CJ0132,  Case C-132/03,EU:C:2005:310,Judgement,Timmermans,LÃ©ger,Italy,Italy-Second Chamber,Second Chamber,2,2003-03-25,2005-05-26,2005,5,2003.0,3.0,793 days 00:00:00.000000000,1,0,Judgment of the Court (Second Chamber) of 26 May 2005. , Ministero della Salute v Coordinamento delle associazioni per la difesa dell'ambiente e dei diritti degli utenti e dei consumatori (Codacons) and Federconsumatori. , Reference for a preliminary ruling: Consiglio di Stato - Italy. , Regulation (EC) No 1139/98 - Article 2(2)(b) - Additional labelling requirement for foodstuffs - Compulsory particulars concerning the presence of material derived from genetically modified organisms (GMOs) - Genetically modified soya beans and maize - Exemption from the requirement in the case of adventitious presence not exceeding a particular level - Foodstuffs intended for particular nutritional use - Infants and young children - Whether derogation applies - Precautionary principle. 
61999CJ0481,  Case C-481/99,EU:C:2001:684,Judgement,Gulmann,LÃ©ger,Germany,Germany-Sixth Chamber,Sixth Chamber,2,1999-12-20,2001-12-13,2001,12,1999.0,12.0,724 days 00:00:00.000000000,1,0,Judgment of the Court (Sixth Chamber) of 13 December 2001. , Georg Heininger and Helga Heininger v Bayerische Hypo- und Vereinsbank AG. , Reference for a preliminary ruling: Bundesgerichtshof - Germany. , Consumer protection - Doorstep selling - Right of cancellation - Agreement to grant credit secured by charge on immovable property. 
61999CJ0112,  Case C-112/99,EU:C:2001:566,Judgement,SevÃ³n,LÃ©ger,Germany,Germany-Fifth Chamber,Fifth Chamber,2,1999-04-01,2001-10-25,2001,10,1999.0,4.0,938 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 25 October 2001. , Toshiba Europe GmbH v Katun Germany GmbH. , Reference for a preliminary ruling: Landgericht Düsseldorf - Germany. , Comparative advertising - Marketing of spare parts and consumable items - References made by a supplier of non-original spare parts and consumable items to the product numbers specific to the original spare parts and consumable items - Directive 84/450/EEC and Directive 97/55/EC. 
61998CJ0465,  Case C-465/98,EU:C:2000:184,Judgement,Wathelet,LÃ©ger,Germany,Germany-First Chamber,First Chamber,2,1998-12-18,2000-04-04,2000,4,1998.0,12.0,473 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 4 April 2000. , Verein gegen Unwesen in Handel und Gewerbe Köln eV v Adolf Darbo AG. , Reference for a preliminary ruling: Oberlandesgericht Köln - Germany. , Labelling and presentation of foodstuffs - Directive 79/112/EEC - Strawberry jam - Risk of deception. 
61998CJ0208,  Case C-208/98,EU:C:2000:152,Judgement,SevÃ³n,LÃ©ger,Germany,Germany-Fifth Chamber,Fifth Chamber,2,1998-06-02,2000-03-23,2000,3,1998.0,6.0,660 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 23 March 2000. , Berliner Kindl Brauerei AG v Andreas Siepert. , Reference for a preliminary ruling: Landgericht Potsdam - Germany. , Approximation of laws - Consumer credit - Directive 87/102 - Scope - Contracts of guarantee - Not covered. 
61996CJ0083,  Case C-83/96,EU:C:1997:414,Judgement,Wathelet,LÃ©ger,Italy,Italy-First Chamber,First Chamber,2,1996-03-18,1997-09-17,1997,9,1996.0,3.0,548 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 17 September 1997. , Provincia autonoma di Trento and Ufficio del medico provinciale di Trento v Dega di Depretto Gino SNC. , Reference for a preliminary ruling: Corte suprema di Cassazione - Italy. , Consumer protection - Labelling of foodstuffs - Council Directive 79/112/EEC. 
61991CJ0222,  Case C-222/91,EU:C:1993:260,Judgement,Moitinho de Almeida,Lenz,Italy,Italy-Fifth Chamber,Fifth Chamber,3,1991-09-04,1993-06-22,1993,6,1991.0,9.0,657 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 22 June 1993. , Ministero delle Finanze and Ministero della Sanità v Philip Morris Belgium SA and others. , Reference for a preliminary ruling: Consiglio di Stato - Italy. , Labelling of tobacco products - Placing of health warnings on unit packets of tobacco products. 
61992CJ0011,  Case C-11/92,EU:C:1993:262,Judgement,Moitinho de Almeida,Lenz,United Kingdom,United Kingdom-Fifth Chamber,Fifth Chamber,3,1992-01-13,1993-06-22,1993,6,1992.0,1.0,526 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 22 June 1993. , The Queen v Secretary of State for Health; ex parte Gallaher Ltd; Imperial Tobacco Ltd and Rothmans International Tobacco (UK) Ltd. , Reference for a preliminary ruling: High Court of Justice; Queen's Bench Division - United Kingdom. , Labelling of tobacco products - Information and warnings on dangers to health - More stringent national rules applicable to national products only. 
61988CJ0362,  Case C-362/88,EU:C:1990:102,Judgement,Koopmans,Lenz,Luxembourg,Luxembourg-Sixth Chamber,Sixth Chamber,2,1988-12-14,1990-03-07,1990,3,1988.0,12.0,448 days 00:00:00.000000000,1,0,Judgment of the Court (Sixth Chamber) of 7 March 1990. , GB-INNO-BM v Confédération du commerce luxembourgeois. , Reference for a preliminary ruling: Cour de cassation - Grand-Duchy de Luxembourg. , Free movement of goods - National prohibition on publication of the duration of a special offer or the price previously charged. 
61994CJ0192,  Case C-192/94,EU:C:1996:88,Judgement,Hirsch,Lenz,Spain,Spain-Sixth Chamber,Sixth Chamber,2,1994-07-04,1996-03-07,1996,3,1994.0,7.0,612 days 00:00:00.000000000,1,0,Judgment of the Court (Sixth Chamber) of 7 March 1996. , El Corte Inglés SA v Cristina Blázquez Rivero. , Reference for a preliminary ruling: Juzgado de Primera Instancia n. 10 de Sevilla - Spain. , Direct effect of unimplemented directive - Council Directive 87/102/EEC concerning consumer credit. 
61992CJ0091,  Case C-91/92,EU:C:1994:292,Judgement,Joliet,Lenz,Italy,Italy-not_specified,not_specified,2,1992-03-18,1994-07-14,1994,7,1992.0,3.0,848 days 00:00:00.000000000,1,0,Judgment of the Court of 14 July 1994. , Paola Faccini Dori v Recreb Srl. , Reference for a preliminary ruling: Giudice conciliatore di Firenze - Italy. , Consumer protection in the case of contracts negotiated away from business premises - Availability in disputes between private individuals. 
61982CJ0094,  Case 94/82,EU:C:1983:85,Judgement,Due,Mancini,Netherlands,Netherlands-Second Chamber,Second Chamber,2,1982-03-22,1983-03-17,1983,3,1982.0,3.0,360 days 00:00:00.000000000,1,0,Judgment of the Court (Second Chamber) of 17 March 1983. , Criminal proceedings against De Kikvorsch Groothandel-Import-Export BV. , Reference for a preliminary ruling: Arrondissementsrechtbank Arnhem - Netherlands. , Free movement of goods - Marketing of beers. 
61980CJ0027,  Case 27/80,EU:C:1980:293,Judgement,Due,Mayras,Netherlands,Netherlands-not_specified,not_specified,4,1980-01-18,1980-12-16,1980,12,1980.0,1.0,333 days 00:00:00.000000000,1,0,Judgment of the Court of 16 December 1980. , Criminal proceedings against Anton Adriaan Fietje. , Reference for a preliminary ruling: Arrondissementsrechtbank Assen - Netherlands. , Mandatory description of alcoholic beverages. 
62008CJ0120,  Case C-120/08,EU:C:2010:798,Judgement,Silva de Lapuerta,MazÃ¡k,Germany,Germany-Third Chamber,Third Chamber,2,2008-03-20,2010-12-22,2010,12,2008.0,3.0,1007 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 22 December 2010.,Bavaria NV v Bayerischer Brauerbund eV.,Reference for a preliminary ruling: Bundesgerichtshof - Germany.,Reference for a preliminary ruling - Regulations (EEC) No 2081/92 and (EC) No 510/2006 - Temporal application - Article 14 - Registration in accordance with the simplified procedure - Relations between trade marks and protected geographical indications.
62007CJ0343,Case C-343/07,EU:C:2009:415,Judgement,Silva de Lapuerta,MazÃ¡k,Italy,Italy-Fourth Chamber,Fourth Chamber,2,2007-07-25,2009-07-02,2009,7,2007.0,7.0,708 days 00:00:00.000000000,1,0,Judgment of the Court (Fourth Chamber) of 2 July 2009.,Bavaria NV and Bavaria Italia Srl v Bayerischer Brauerbund eV.,Reference for a preliminary ruling: Corte d'appello di Torino - Italy.,Reference for a preliminary ruling - Assessment of validity - Admissibility - Regulations (EEC) No 2081/92 and (EC) No 1347/2001 - Validity - Generic name - Coexistence of a trade mark and a protected geographical indication.
62010CJ0544,Case Câ544/10,EU:C:2012:526,Judgement,MalenovskÃ½,MazÃ¡k,Germany,Germany-Third Chamber,Third Chamber,4,2010-11-23,2012-09-06,2012,9,2010.0,11.0,653 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber); 6 September 2012.,Deutsches Weintor eG v Land Rheinland-Pfalz.,Reference for a preliminary ruling from the Bundesverwaltungsgericht.,Reference for a preliminary ruling — Approximation of laws — Public health — Consumer information and protection — Labelling and presentation of foodstuffs — Concepts of ‘nutrition claims’ and ‘health claims’ — Regulation (EC) No 1924/2006 — Description of a wine as ‘easily digestible’ — Reference to reduced acidity levels — Beverages containing more than 1.2% by volume of alcohol — Prohibition of health claims — Charter of Fundamental Rights of the European Union — Article 15(1) — Freedom to choose an occupation — Article 16 — Freedom to conduct a business — Compatibility.
